#  file: fmRawProjectAuthors2013-Sep.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in Sep of 2013
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2013) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=387
#  AND fpa.datasource_id=387
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 387 is the Sep 2013 run on freshmeat.
project_id	projectname_short	author_name	author_role
72372	runshark    	iyo	Owner
72375	cnoor    	Ali Gholami Rudi	Owner
72376	p6p    	ccx	Owner
72377	fusionchartsforflex    	InfoSoft Global (P) Ltd.	Owner
72378	primrose-game    	Jason Rohrer	Owner
72379	libsbuf    	Edward Tomasz Napiera&#322;a	Owner
72380	injcode    	Marvin	Owner
72384	quexc    	Adam Zammit (DCARF)	Owner
72386	life    	Christophe Prud'homme	Owner
72388	peggy    	fdiesch	Owner
72389	opentpv    	opensistemas	Owner
72390	schemik    	deda.jabko	Owner
72391	adsuck    	Marco Peereboom	Owner
72393	realbasic    	dana	Owner
72394	lurt    	Antoine d'Otreppe	Owner
72396	statewizard    	IntelliWizard	Owner
72398	livrona-trax    	Livrona	Owner
72402	check-mysql-health    	lausser	Owner
72404	libmt    	mww	Owner
72405	ezphpconfig    	David Wainwright	Owner
72406	nconf    	A. Gargiulo	Owner
72407	repoman    	Andrea Scarpino	Owner
72408	flinger    	Dale Wiles	Owner
72410	opentk    	The Fiddler	Owner
72412	yajngi    	Cristian Porta &lt;crx>	Owner
72415	twitmail    	Wes Hardaker	Owner
72416	lmdbg    	Aleksey Cheusov	Owner
72417	astro-online    	Peter Schulz	Owner
72418	bedita    	Stefano Rosanelli	Owner
72419	pycave    	bigmonachus	Owner
72420	mdm    	Chuan-kai Lin	Owner
72421	scalpel-sound    	Pierre	Owner
72422	neuroph    	Zoran Sevarac	Owner
72423	prime8-ldap    	Ralfe Poisson	Owner
72424	iii    	The Golden Boy	Owner
72425	assuma    	Arnaud DUPUIS	Owner
72427	jessies-terminator    	Elliott Hughes	Owner
72429	jessies-evergreen    	Elliott Hughes	Owner
72430	blog-baboon    	Elliott Hughes	Owner
72434	arbar    	Macquarie	Owner
72437	ircicle    	doohan	Owner
72438	canta    	Stefan Huchler	Owner
72439	csscompressor    	Andy Roberts	Owner
72443	anchorpower    	Joseph Pang	Owner
72444	softhsm    	Patrik Wallström	Owner
72445	chouwa    	trevor	Owner
72446	pyjama    	Barabbas	Owner
72447	gnuspeech    	David Hill	Owner
72449	evolutility    	Evoluteur	Owner
72451	vrapper    	Kevin	Manager
72451	vrapper    	Wawe	Owner
72453	ipfire    	MichaelTremer	Owner
72454	fluks    	Markus Peloquin	Owner
72455	ytrip    	peeaivo	Owner
72456	one-click-start-portofino    	Paolo Predonzani	Owner
72457	magiclantern    	Paul Lutus	Owner
72458	dnssecmonitor    	Patrik Wallström	Owner
72460	tankcalc    	Paul Lutus	Owner
72461	vmktree    	Lars	Owner
72463	libnostd    	William Ahern	Owner
72464	termentis    	Bertrand Janin	Owner
72465	magicspam    	LinuxMagic	Project Manager
72467	globalvillage    	Rob	Owner
72469	tago    	David	Owner
72470	phpbtlrck-sosdg    	Brielle Bruns	Owner
72474	scandraid    	Darius Blaszijk	admin
72474	scandraid    	quirxi	Owner
72476	clearbudget    	clearbudget	Owner
72477	fusioncharts    	InfoSoft Global (P) Ltd.	Owner
72478	satyapp    	Satya Prakash Shukla	Owner
72479	iteraplan    	kvoges	Owner
72481	longomatch    	LongoMatch	Owner
72482	plaindoc    	Sampo Kellomäki	Owner
72483	mapmaker    	Frank	Owner
72484	simpmd    	Petr Tuma	Owner
72485	mvcnphp    	Tony Bibbs	Owner
72486	shortphp    	Arnór Heiðar	Owner
72487	backup-archiver-program    	Torsten Rupp	Owner
72490	moz-hocr-edit    	Jim Garrison	Owner
72491	pdfedit    	sigra	Owner
72493	mudlet    	Heiko	Owner
72495	paymentgateway    	Md Emran Hasan	Owner
72496	akvisdecorator    	AKVIS LLC	Owner
72497	znmud    	Macabre	Owner
72498	lifebox    	Adam	Owner
72499	froggix    	Paul Elms	Owner
72500	yaydl    	x-haui	Owner
72507	side4linux    	db	Project Manager
72510	sixpack-library    	Marco	Project Manager
72512	mammoth-postgresql-replicator    	Joshua D. Drake	Project Manager
72513	pitrtools    	Joshua D. Drake	Project Manager
72514	simpycity    	Joshua D. Drake	Project Manager
72516	popcorn    	Pavol Rusnak	Project Manager
72518	database-modeller    	Lukáš Lalinský	Project Manager
72520	bonjourfoxy    	andrewtj	Project Manager
72524	vuzitphp    	Brent R. Matzelle	Project Manager
72525	jasymca    	Helmut Dersch	Project Manager
72526	i3    	Mladen Mijatov	Manager
72526	i3    	sECuRE	Project Manager
72527	thinknowlogy-2    	Menno Mafait	Project Manager
72529	ttf2eot    	taviso	Project Manager
72530	elml-elesson-markup-language    	Joël Fisler	Project Manager
72533	gitg    	Guilhem BONNEFILLE	Project Manager
72535	event-calendar    	Sean Dague	Project Manager
72537	icalendarrb    	Sean Dague	Project Manager
72538	opencd-redux    	Sean Dague	Project Manager
72541	amarok-youtube-service    	Tobias Gläßer	Project Manager
72543	wiremaps    	Vincent Bernat	Project Manager
72544	lldpd    	Vincent Bernat	Project Manager
72546	datepng    	Laknath	Project Manager
72547	pda-to-mobile-bulk-sms    	frbulksms	Project Manager
72554	phorum-5    	Brian Moon	Project Manager
72555	gdata-python-scripts    	Massimo Santini	Project Manager
72557	yasca    	Scovetta	Project Manager
72558	comunion-erp    	Rowel Mapolon	Project Manager
72564	mk-configure    	Aleksey Cheusov	Project Manager
72569	webacula    	Yuri Timofeev	Project Manager
72572	maarch-letterbox    	Bruno Carlin	Project Manager
72573	geoctool    	Jim Welch	Project Manager
72574	check_mssql_health    	lausser	Project Manager
72576	audiopreview    	Weboide	Project Manager
72580	scopeport    	Lennart Koopmann	Project Manager
72582	jlearnit    	Anthony Goubard	Project Manager
72584	ietview    	Jeff	Project Manager
72585	pulse2    	Sébastien Lefebvre	Project Manager
72586	itl-itools    	Arabeyes Project	Owner
72586	itl-itools    	thamer	Project Manager
72588	timebook    	trevor	Project Manager
72589	community-id    	reju	Project Manager
72601	decoration    	Anthony Goubard	Project Manager
72603	ant-commander    	Anthony Goubard	Project Manager
72604	discotheek    	Anthony Goubard	Project Manager
72605	japplis-toolbox    	Anthony Goubard	Project Manager
72606	japplis-website-optimizer    	Anthony Goubard	Project Manager
72607	jlearnitme    	Anthony Goubard	Project Manager
72610	groowiki    	Peter	Project Manager
72614	freshwall    	Sapphire Cat	Project Manager
72616	elyxer    	Alex Fernandez	Project Manager
72618	pbl    	PeterGraf	Project Manager
72620	libfiu    	Alberto Bertogli	Project Manager
72625	youtube-pl    	Karel Kulhavy	Project Manager
72630	eng    	Thunor	Project Manager
72632	tilescape    	korpiq	Project Manager
72634	gmail4j    	Tomas Varaneckas	Project Manager
72635	managelogs    	Francois	Project Manager
72637	caadr    	apjone	Project Manager
72638	scamp    	Gerard	Project Manager
72639	php-microcms    	ApPHP	Project Manager
72642	libtelnet    	Sean Middleditch	Project Manager
72644	obd-gps-logger    	Chunky Kibbles	Project Manager
72646	innomatic    	Alex Pagnoni	Project Manager
72653	tcl-web-application-framework    	rkeene	Project Manager
72655	cvsync    	Dagobert Michelsen	Project Manager
72656	planigle    	Walter	Project Manager
72658	blindtux    	MeV	Project Manager
72659	web2py    	WEB2PY	Project Manager
72662	rivet-cgi    	rkeene	Project Manager
72669	moa    	Dan Brown	Project Manager
72670	jitertools    	fire	Project Manager
72671	preplace    	fire	Project Manager
72672	growl-2    	fire	Project Manager
72674	cl-blog-generator    	Hugo Duncan	Project Manager
72677	gaze    	Carlo	Project Manager
72679	hamtools    	Wes Hardaker	Project Manager
72681	atlassian-eclipse-connector    	Mike Cannon-Brookes	Project Manager
72682	clops    	Radu	Project Manager
72689	gwtcomp    	Amit Chatterjee	Project Manager
72689	gwtcomp    	Becky Mc	Administrator
72690	upgrader    	Becky Mc	Administrator
72690	upgrader    	Amit Chatterjee	Project Manager
72692	tonido    	codemechanic	Project Manager
72693	drizzle    	Mark Atwood	Release management
72693	drizzle    	Brian Aker	Project Manager
72695	xlog-2    	Costin Trifan	Project Manager
72698	sqlite-database-management    	Dan	Project Manager
72702	pineapple-tracker    	Nik	Project Manager
72704	symplik-fndloader    	Christopher Ho	Project Manager
72711	google-apps-improved-login    	Jay Lee	Project Manager
72712	big-faceless-pdf-viewer    	BFO (Big Faceless Organization)	Project Manager
72715	keepassx    	SniperBeamer	Project Manager
72716	flexc    	JP v. Oosten	Project Manager
72720	spawn-fcgi    	Stefan	Project Manager
72724	bzr-git    	Jelmer Vernooij	Project Manager
72726	interface-monitor    	Wolfpack Entertainment	Project Manager
72736	holdingnuts    	datag	Project Manager
72738	qpimd    	Everton da Silva Marques	Project Manager
72744	rad-menu    	FraGGod	Project Manager
72747	derss    	demod	Project Manager
72748	tlve    	tjsa	Project Manager
72751	alpha-cms    	qtgeo	Project Manager
72753	vlmc    	etix	Project Manager
72755	symulator_parkowania    	Piotr Sobolewski	Project Manager
72756	sonar-2    	MichaelMULLER	Marketing
72758	sharpnzb    	David Pye	Project Manager
72759	ascii-design    	Faster	Project Manager
72760	pljson    	lewisc	Project Manager
72761	ssh-curse    	Lars	Project Manager
72762	lixa    	Tiian	Project Manager
72763	tcl-fann    	alsterg	Project Manager
72767	zaui-activitytour-management-system    	kfawcett	Project Manager
72769	rapid-photo-downloader    	Damon Lynch	Project Manager
72771	anm_ci    	A.N.M. Saiful Islam	Project Manager
72776	jblas    	Mikio Braun	Project Manager
72777	trymath    	totoloco	Project Manager
72778	pdkim    	duncanthrax	Project Manager
72780	rpmspecmanager    	surfzoid	Project Manager
72786	sqbind    	reduz	Project Manager
72789	symplik-xtract4j    	Christopher Ho	Project Manager
72792	ezuser    	Dominic Sayers	Project Manager
72796	extended-typolight    	mohamed	Project Manager
72797	ocrfeeder    	Joaquim Rocha	Project Manager
72799	muxic    	Dean Scarff	Project Manager
72803	gnu-dico    	Wojciech Polak	Project Manager
72805	zend-framework-installer    	Rubén Crespo	Project Manager
72809	lilac    	tdondich	Project Manager
72812	truncate    	Folkert van Heusden	Project Manager
72819	yajl    	Lloyd Hilaiel	Project Manager
72820	dup    	Christian Grothoff	Project Manager
72823	frla    	Mehtap	Project Manager
72827	encsh    	Peter Willis	Project Manager
72828	slacktools    	Peter Willis	Project Manager
72829	sside    	Gareth McMullin	Project Manager
72830	pop3download    	Peter Willis	Project Manager
72832	sinbadsoft-advanced-net-collections    	nakhli chaker	Project Manager
72835	image-commander    	Piotr Pszczolkowski	Project Manager
72841	qprintereasy    	Eric Maeker, MD	Project Manager
72843	id3j    	Noa Resare	Project Manager
72844	rjmailer    	Noa Resare	Project Manager
72853	unicorn    	normalperson	Project Manager
72855	snappyj    	brian	Project Manager
72858	pymur    	bmuller	Project Manager
72860	gnetscan    	Jay Fink	Project Manager
72862	xmldego    	Harald Kirsch	Project Manager
72864	templum    	Ferry Boender	Project Manager
72867	local-openid    	normalperson	Project Manager
72868	py-postgresql    	James William Pye	Project Manager
72869	pysynth    	Martin C. Doege	Project Manager
72871	bitnami-gallery-stack    	Daniel Lopez	Project Manager
72872	turnkey-wordpress-appliance    	liraz	Project Manager
72873	turnkey-phpbb-appliance    	liraz	Project Manager
72874	uvga-conio-library    	Martin Hinner	Project Manager
72876	idautomation-universal-barcode-font    	IDAutomation	Project Manager
72877	juicer    	remat	Project Manager
72881	iptables-timeoutd    	Torquil Gault	Project Manager
72882	vcs-2    	Torquil Gault	Project Manager
72883	xsw-2    	Andre Wagner	Project Manager
72886	erlide    	Vlad	Project Manager
72887	eternity-ii-editor    	Alcibiade	Project Manager
72889	skd    	Chris Webb	Project Manager
72891	loud_listener    	loud-fatbloke	Project Manager
72892	sdaps    	bberg	Project Manager
72903	checksplunk    	Kirk Waingrow	Project Manager
72904	spdash    	Kirk Waingrow	Project Manager
72907	soprano    	Sebastian Trueg	Project Manager
72909	fsprotect    	V13	Project Manager
72910	totalcross    	Guilherme C. Hazan	Project Manager
72915	jscheck    	R34p3r	Project Manager
72920	libmagdev    	Phil Endecott	Project Manager
72921	selador    	Jürgen Starek	Project Manager
72922	docsearcher    	Torsten Henschel	Project Manager
72923	openeafdss    	Nikos Hasiotis	Project Manager
72932	pegtl    	DocInverter	Project Manager
72935	karamelo    	Manuel Montoya	Project Manager
72941	turnkey-tomcat-appliance    	liraz	Project Manager
72943	jjax    	SLBSw	Project Manager
72944	jredis    	Javier Arrieta	Project Manager
72945	optics    	John	Project Manager
72946	glass-linux-services-configuration-tool    	John	Project Manager
72948	vocabularium    	Neil Coffey	Project Manager
72950	abstemplate    	Costin Trifan	Project Manager
72952	algorithm-study    	James Linder	Project Manager
72956	darktable    	jo	Project Manager
72959	libdwg    	Felipe Castro	Project Manager
72962	ora_tweet    	lewisc	Project Manager
72966	chris-thompson    	Chris Thompson	Project Manager
72970	bitnami-dokuwiki-stack    	Daniel Lopez	Project Manager
72971	bitnami-enano-cms-stack    	Daniel Lopez	Project Manager
72975	oorexx-2    	misteros2	Project Manager
72982	visspace    	vis dev team	Project Manager
72983	libguestfs    	Richard Jones	Project Manager
72997	vuzitruby    	Brent R. Matzelle	Project Manager
73013	drbd-management-console    	Rasto Levrinc	Project Manager
73019	i-net-helpdesk    	i-net software	Project Manager
73020	toon    	Edward Rosten	Project Manager
73021	psx-forum    	k42b3	Project Manager
73022	bitrix-intranet-portal    	Bitrix Inc.	Project Manager
73023	openscap    	Steve Grubb	Project Manager
73028	runvcs    	solemnwarning	Project Manager
73030	edumagnet    	Kristian Mueller	Project Manager
73031	fusionforge    	Roland Mas	Project Manager
73033	abicloud    	dmarino	Project Manager
73036	inf    	Ben Crowell	Project Manager
73038	check_openmanage    	Trond H. Amundsen	Project Manager
73041	sslsweep    	Hurricane Labs	Project Manager
73042	pywikid    	Hurricane Labs	Project Manager
73045	milter-manager    	Kouhei Sutou	Project Manager
73047	stonevpn    	errtu	Project Manager
73048	stupid-xml    	Larry Ogrodnek	Project Manager
73053	engroup    	eSoftHead	Project Manager
73055	spsmtpgate    	stephen	Project Manager
73064	neformal    	roxton	Project Manager
73066	hmud    	Alonso Andres	Project Manager
73067	tinypug    	Jeffrey McManus	Project Manager
73068	open-bldc    	Piotr Esden-Tempski	Project Manager
73069	rts2-2    	Petr Kubánek	Project Manager
73071	dvd-to-apple-tv-converter-for-mac    	zhaozhen	Project Manager
73073	pgrab    	Chris Thompson	Project Manager
73078	ultimate-othello    	jeko	Project Manager
73079	kyuba    	jyujin	Project Manager
73096	bukowski-framework    	guerrilla_thought	Project Manager
73098	csshx    	Gavin	Project Manager
73099	dashboard-framework    	minichate	Project Manager
73100	prudence    	Tal Liron	Project Manager
73101	scripturian    	Tal Liron	Project Manager
73104	crossbones    	imipak	Project Manager
73108	visual-paradigm-for-uml    	Visual Paradigm International Ltd.	Project Manager
73109	abs_xml_rss    	Costin Trifan	Project Manager
73111	katjaschuurman    	Folkert van Heusden	Project Manager
73113	beet    	tormp	Project Manager
73114	camelot    	tw55413	Project Manager
73120	voila    	Global Delight	Project Manager
73129	sasqlconsole    	Bob Farrell	Project Manager
73135	lzlib    	Antonio Diaz Diaz	Project Manager
73136	netomata-config-generator-ncg    	Brent Chapman	Project Manager
73139	ics    	Milosz Derezynski	Project Manager
73143	rig3    	ralfoide	Project Manager
73144	timeriffic    	ralfoide	Project Manager
73145	asqare    	ralfoide	Project Manager
73151	uraniacast    	Alexander Gromnitsky	Project Manager
73156	xmlget    	Dirk	Project Manager
73159	ff3sudoku    	PB	Project Manager
73160	tah    	Martin Geisler	Project Manager
73161	iraf    	imipak	Project Manager
73168	dd_ntalk-door    	lodger	Project Manager
73169	dudl-clients    	Rainer Clasen	Project Manager
73173	batalha-naval-battleships    	João Costa	Project Manager
73174	solarbeam    	numerodix	Project Manager
73176	unique    	MAD	Project Manager
73178	google-apps-manager    	Jay Lee	Project Manager
73181	uwsgi    	Unbit	Project Manager
73186	check_mk    	Mathias Kettner	Project Manager
73186	check_mk    	LaMi	Lars
73187	log4bash    	Philip Patterson	Project Manager
73188	meetmeautomute    	Philip Patterson	Project Manager
73201	libpersist    	ter	Project Manager
73202	webkbd    	Pesho®	Project Manager
73204	tibco-jms-php-extension    	zyclonite	Project Manager
73207	libmodplug    	Konstanty	Project Manager
73209	libxa    	franceso	Project Manager
73210	orchestra    	Goulven Le Jeune	Project Manager
73211	meep-fdtd    	Steven G. Johnson	Project Manager
73218	dumbofs    	yiannos	Project Manager
73219	heekscad    	Donnar	Project Manager
73219	heekscad    	Jon Pry	Project Manager
73223	heekscnc    	Donnar	Project Manager
73225	flattree    	Sven Meier	Project Manager
73227	aerosql    	Oleg Burlaca	Project Manager
73228	diffident    	Andy Balaam	Project Manager
73229	acscripts    	Mark Hobley	Project Manager
73230	z88    	Donnar	Project Manager
73232	nx2    	studiomise	Project Manager
73236	psx-tracker    	k42b3	Project Manager
73241	lasem    	Emmanuel Pacaud	Project Manager
73244	0release    	Thomas Leonard	Project Manager
73248	fallback-gw    	Ilya Evseev	Project Manager
73250	yadsync    	Dan	Project Manager
73251	hardware-detection-tool-hdt    	Pierre-Alexandre	Core Developper
73251	hardware-detection-tool-hdt    	Erwan Velu	Project Manager
73253	remotecores    	Ryan Phillips	Project Manager
73254	phpautoindex-2    	edpower	Project Manager
73256	hackerstormcom-nessus-openvas-reporter    	Tim Mehmet	Project Manager
73260	superseriousstats    	tommyrot	Project Manager
73261	zoc    	dandv	Project Manager
73262	ntasklist    	Necroskillz	Project Manager
73285	unknown-horizons    	Chris Oelmueller	Team
73286	flashrom    	Uwe Hermann	Project Manager
73290	bonq    	BonkaBonka	Project Manager
73291	hippo-mocks    	The Candy	Project Manager
73292	tpkg    	Jason Heiss	Project Manager
73293	libcraigscrape    	brighton36	Project Manager
73294	admin-packages    	Magnus-swe	Project Manager
73302	pinba    	tony2001	Project Manager
73306	jumpbox-for-tracks    	JumpBox	Project Manager
73308	spring-batch-advanced-launcher-sbal    	Willy	Project Manager
73310	autochroot    	Manuel Reithuber	Project Manager
73314	mount_vdi    	Marco Caminati	Project Manager
73317	japplis-website-optimizer-lite    	Anthony Goubard	Project Manager
73319	simplicity-php-framework    	John Le Drew	Project Manager
73321	jpdfnotes    	Qoppa Software	Project Manager
73322	pdf-automation-server    	Qoppa Software	Project Manager
73323	kongoni    	A.J. Venter	Project Manager
73326	truecl    	Simon Edwards	Project Manager
73330	python-odm    	Gary Shi	Project Manager
73333	kpw    	Gabriele Turchi	Project Manager
73336	akvis-multibrush    	AKVIS LLC	Project Manager
73337	instavue    	Glen Low	Project Manager
73340	ztex    	Stefan Ziegenbalg	Project Manager
73341	starcalendar    	ilius	Project Manager
73345	statistics-descriptive    	Shlomi Fish	Project Manager
73348	scandalo    	dAm2K - Dino Ciuffetti	Project Manager
73349	tortoisehg    	Martin Geisler	Project Manager
73352	pcu    	normalperson	Project Manager
73354	yacs    	trapni	Project Manager
73366	php_solr    	Alexander M. Turek	Project Manager
73369	concourseconnect    	Project Manager	Project Manager
73370	atlassian-clover    	Mike Cannon-Brookes	Project Manager
73373	j4sc    	Raj	Project Manager
73383	eternalcms    	Jesse Lesperance	Project Manager
73385	dbus-cxx    	Rick Vinyard	Project Manager
73386	pygts    	Thomas J. Duck	Project Manager
73387	jdisasmpy    	pts	Project Manager
73396	oscremoted    	jbm	Project Manager
73402	pysse    	T.S.	Project Manager
73406	podsixnet    	Chris McCormick	Project Manager
73407	dj-swing-suite    	Chrriis	Project Manager
73409	diskrescue    	Marco Peereboom	Project Manager
73410	classpublicjava    	pts	Project Manager
73413	itworks-basic    	iDev.cl	Project Manager
73415	cradle-of-persia-for-mac-os-x    	Olya	Project Manager
73421	final-page    	Egi361	Project Manager
73423	camlon    	Egi361	Project Manager
73426	minimac-macro-processor    	Mark Humphries	Project Manager
73429	maestro-metronome    	Faster	Project Manager
73432	epictetus    	maddcast	Project Manager
73434	ninja-alternative-php-gui-for-nagios    	op5	Project Manager
73435	merlin    	op5	Project Manager
73450	fbcat    	Jakub Wilk	Project Manager
73455	modified-shop    	Tomcraft	Project Manager
73456	conky-images-display    	Ziirish	Project Manager
73457	stance    	René Uittenbogaard	Project Manager
73458	mailatt    	René Uittenbogaard	Project Manager
73460	robopages    	pittendrigh	Project Manager
73466	itzamsharp    	Scott Robert Ladd	Project Manager
73467	sofa-statistics    	Grant Paton-Simpson	Project Manager
73471	looper-advance    	Chris McCormick	Project Manager
73479	dualscreen-mouse-utils    	squisher	Project Manager
73484	fjbtndrv    	khnz	Project Manager
73486	easy-php-event-calendar    	JFNutbroek	Project Manager
73489	qtlua-library    	Alexandre Becoulet	Project Manager
73490	funky-2    	Ronald Landheer-Cieslak	Project Manager
73503	ultrasound-storage-system    	Michael	Project Manager
73508	tilswiki    	tilz	Project Manager
73510	xtalk    	Edward Cree	Project Manager
73514	jdrummer    	teambb	Project Manager
73519	goanna-eclipse-plugin    	David Crawshaw	Project Manager
73522	spring-me    	Wilfred Springer	Project Manager
73523	chan_nms    	arkadi	Project Manager
73524	kohanaphp    	Kiall Mac Innes	Project Manager
73525	vaadin    	Marko Grönroos	Release Manager
73532	appkonference    	John Hass	Project Manager
73533	indices    	Stephane List	Project Manager
73534	mempool-library    	Wolf Software	Project Manager
73535	drkhtb    	Darku	Project Manager
73538	mbfl    	Marco Maggi	Project Manager
73543	fcronq    	Xavion	Project Manager
73547	unifiedsessionsmanager    	Arno-Can Uestuensoez	Project Manager
73551	oss-open-search-server    	Emmanuel Keller	Project Manager
73555	mp3-diags    	Ciobi	Project Manager
73556	sail-samba-administration-interface-for-ldap    	Sonntag Benjamin	Project Manager
73562	security-filter-for-request-data    	Roman Shneer	Project Manager
73563	sphivedb    	stephen	Project Manager
73564	mod_log_post    	Robert Scheck	Project Manager
73565	gwsmhg    	Peter Williams	Project Manager
73568	minbif    	Romain Bignon	Project Manager
73580	th    	Guillaume Lemaître	Project Manager
73582	ploader    	Pierrick LE GALL	Project Manager
73585	flow3    	basti	Project Manager
73587	jstock-2    	yccheok	Project Manager
73600	pointsms    	John Belekios	Project Manager
73601	upgrade_mailerpy    	brejoc	Project Manager
73602	pici-nms    	fritzone	Project Manager
73603	selector    	Francois Fleuret	Project Manager
73605	fitnesse-maven-classpath-plugin    	Ingomar	Sponsor
73611	https2socks5    	Folkert van Heusden	Project Manager
73612	es-simple-download    	Michael	Project Manager
73613	cachichot    	apjone	Project Manager
73614	signature-2    	sitaar!COM	Project Manager
73614	signature-2    	Humaneasy|COM	Project Manager
73617	rezerwar    	Bertrand Janin	Project Manager
73619	unnethack    	Patric Mueller	Project Manager
73620	sq3    	Tino	Project Manager
73621	sudokuki    	Sylvain Vedrenne	Project Manager
73622	4diac-framework-for-distributed-industrial-automation-and-control    	Alil	Project Manager
73624	jsflow    	daywalker	Project Manager
73625	arcmexer    	Neil Coffey	Project Manager
73635	imagevis3d    	Tom Fogal	Project Manager
73643	libnodelay    	normalperson	Project Manager
73648	pmcyg    	rwpenney	Project Manager
73656	giftwrap    	Vadi	Project Manager
73657	bolt-ocaml    	xclerc	Project Manager
73658	alchitect    	Zelphyr	Project Manager
73670	crux-2    	Jason Evans	Project Manager
73671	monster-2    	Trent Gamblin	Project Manager
73673	dpmaster    	Mathieu Olivier	Project Manager
73674	dcgn    	unr_stuart	Project Manager
73677	leihs    	Psy-Q	Project Manager
73682	mpssh    	Niki Denev	Project Manager
73683	snake-steak    	Lost Goblin	Project Manager
73685	mmsdev    	Gianluca Costa	Project Manager
73687	dbenv    	Richard Snow	Project Manager
73691	logplex    	Wolf Software	Project Manager
73692	seo-powersuite    	Link-Assistant.Com: SEO Software	Project Manager
73695	jsxp    	struppi	Project Manager
73698	science-girls    	Deekoo L.	Project Manager
73700	rpg-next-gen-editor    	Mihael Schmidt	Project Manager
73706	butterfly-persistence    	Jakob Jenkov	Project Manager
73708	polymul    	Ulf Ekström	Project Manager
73709	sms-server-tools-3    	Keijo Kasvi	Project Manager
73713	tiny-calculator    	LordZen	Project Manager
73714	pybatis    	Manni Wood	Project Manager
73715	gpeasy    	Josh Schmidt	Project Manager
73720	uhura-web-console-for-databases    	testerlnx	Project Manager
73722	sgx-engine-core    	Steven Goodwin	Project Manager
73723	codendi    	Codendi	Project Manager
73728	peanut    	Pierre	Project Manager
73731	scspell    	Paul Pelzl	Project Manager
73733	havefnubb    	foxmask	Project Manager
73734	stupidzombie    	José Vicente Núñez Zuleta	Project Manager
73740	timer_entropyd    	Folkert van Heusden	Project Manager
73742	youtube-script-php-clone-video-mashup    	yammi	Project Manager
73745	ipteditor    	angico	Project Manager
73748	xemeiah    	forgoto	Project Manager
73751	censorshiptools    	nobody0	Project Manager
73755	fstrcmp    	Peter Miller	Project Manager
73756	leges-motus    	Andrew Ayer	Project Manager
73764	webdraw    	rkeene	Project Manager
73766	freeplane    	ewl	packager
73768	square-root    	Raine M. Ekman	Project Manager
73769	nagios-phone-number-check    	Hurricane Labs	Project Manager
73771	dictconv-cx    	metalinx	Project Manager
73775	wired-php    	Yellow	Project Manager
73777	spamblock    	Ilya Evseev	Project Manager
73779	openapproach    	Maysl	Project Manager
73780	halo_radio    	Philip Freeman	Project Manager
73782	pdf-studio-editor    	Qoppa Software	Project Manager
73783	pysh    	Antoine d'Otreppe	Project Manager
73785	listparser    	Kurt McKee	Project Manager
73789	inject    	Martin Kluge	Project Manager
73794	blier    	chaica	Project Manager
73795	libcap-ng    	Steve Grubb	Project Manager
73797	sunrise-sunset    	Carl J. Nobile	Project Manager
73798	marvin-chrome    	Lost Goblin	Project Manager
73799	beam    	imipak	Project Manager
73800	bnm    	bebbo	Project Manager
73802	dd_listmsgs    	lodger	Project Manager
73804	liquid-fonts    	Henrik Theiling	Project Manager
73805	php-shoutbox    	peci	Project Manager
73806	feedback-form-and-script    	peci	Project Manager
73808	dann    	Jeffrey Phillips Freeman	Project Manager
73820	blackray-data-engine    	Thomas Wunschel	Project Manager
73820	blackray-data-engine    	Felix Schupp	Project Mentor
73821	sla-negotiation    	gridipedia	Project Manager
73825	tvim    	Grizzly(Francis Smit)	Project Manager
73829	contenite    	Olav Schettler	Project Manager
73830	nextls    	studiomise	Project Manager
73833	maven-android-plugin    	Hugo Josefson	Project Manager
73836	gps-library-installer    	Dmitry Kazakov	Project Manager
73838	micro-tetris    	Joachim Nilsson	Project Manager
73839	openmastermind    	gheylen	Project Manager
73842	kusaba-x    	Harrison	Project Manager
73847	entropybroker    	Folkert van Heusden	Project Manager
73848	pam_csync    	Andreas Schneider	Project Manager
73851	dokuwiki-back-up-script    	Prometheus	Project Manager
73854	ipweditor-in-place-wysiwyg-web-editor    	Amir Shevat	Project Manager
73859	noapi    	Tuomas Rasila	Project Manager
73865	php_txgr    	Alejandro Liu	Project Manager
73866	php-photo-gallery    	blagoj	Project Manager
73869	kludget-engine    	jsmoooth	Project Manager
73870	xz-utils    	Ed Avis	Project Manager
73871	flat-file-reporting    	Bruce Martin	Project Manager
73875	arahpaint-40r    	Dusan Peterc	Project Manager
73879	wifidog    	Phillip Smith	Project Manager
73884	arora    	Chaz6	Maintainer
